user_id,metric
14856.0,0
4092.0,0
14093.0,0
10810.0,0
7546.0,0
12743.0,0
5403.0,0
15030.0,0
14340.0,0
13600.0,0
13680.0,0
11515.0,0
6420.0,0
12850.0,0
14067.0,0
9403.0,0
13919.0,0
3880.0,0
14773.0,0
8430.0,0
10719.0,0
6428.0,0
15018.0,0
14371.0,0
14567.0,0
14194.0,0
9264.0,0
1689.0,0
13412.0,0
14185.0,0
10151.0,0
6691.0,0
14630.0,0
3238.0,0
15009.0,0
13995.0,0
11152.0,0
14518.0,0
13292.0,0
13612.0,0
14775.0,0
13303.0,0
14077.0,0
5981.0,0
13942.0,0
12889.0,0
14871.0,0
14274.0,0
14234.0,0
13397.0,0
14643.0,0
10147.0,0
12589.0,0
14190.0,0
14560.0,0
13940.0,0
14254.0,0
6947.0,0
7509.0,0
4282.0,0
14464.0,0
1127.0,0
6048.0,0
14878.0,0
5472.0,0
15087.0,0
14986.0,0
7824.0,0
3988.0,0
14442.0,0
12753.0,0
7946.0,0
5012.0,0
14821.0,0
15048.0,0
14957.0,0
13743.0,0
12079.0,0
9781.0,0
13630.0,0
12992.0,0
14632.0,0
13778.0,0
2606.0,0
14439.0,0
13681.0,0
8735.0,0
14351.0,0
14971.0,0
13932.0,0
14349.0,0
3424.0,0
9516.0,0
11699.0,0
14300.0,0
14768.0,0
10787.0,0
3423.0,0
6246.0,0
13841.0,0
7524.0,0
15074.0,0
14033.0,0
8232.0,0
14413.0,0
14943.0,0
14383.0,0
13488.0,0
14281.0,0
14921.0,0
14749.0,0
13849.0,0
13366.0,0
7009.0,0
14948.0,0
49.0,0
13200.0,0
13405.0,0
14214.0,0
13146.0,0
13833.0,0
14890.0,0
13685.0,0
13895.0,0
14232.0,0
12678.0,0
14925.0,0
15020.0,0
14504.0,0
6634.0,0
2938.0,0
14397.0,0
14256.0,0
3973.0,0
14395.0,0
4158.0,0
823.0,0
12973.0,0
15072.0,0
14902.0,0
14029.0,0
13570.0,0
1839.0,0
13291.0,0
8701.0,0
14096.0,0
3966.0,0
14053.0,0
11160.0,0
8046.0,0
3545.0,0
1831.0,0
14076.0,0
14129.0,0
13960.0,0
300.0,0
4058.0,0
6635.0,0
10403.0,0
14113.0,0
14780.0,0
7519.0,0
14259.0,0
14960.0,0
323.0,0
14482.0,0
726.0,0
14505.0,0
11940.0,0
14635.0,0
13532.0,0
11931.0,0
8093.0,0
3627.0,0
9655.0,0
13521.0,0
14970.0,0
8044.0,0
14842.0,0
14996.0,0
10503.0,0
14341.0,0
13232.0,0
11118.0,0
2960.0,0
13847.0,0
14011.0,0
13112.0,0
14710.0,0
226.0,0
13494.0,0
14454.0,0
13908.0,0
3264.0,0
5083.0,0
14658.0,0
14789.0,0
14298.0,0
4121.0,0
13243.0,0
10822.0,0
7991.0,0
14825.0,0
8847.0,0
14555.0,0
5687.0,0
13859.0,0
12897.0,0
13223.0,0
1897.0,0
14958.0,0
12072.0,0
7899.0,0
4438.0,0
6145.0,0
7064.0,0
15091.0,0
14044.0,0
12518.0,0
14613.0,0
14669.0,0
6405.0,0
12162.0,0
2859.0,0
11778.0,0
11666.0,0
14634.0,0
13955.0,0
13762.0,0
13452.0,0
14704.0,0
15015.0,0
14863.0,0
13523.0,0
7160.0,0
8614.0,0
8718.0,0
9440.0,0
8043.0,0
14252.0,0
746.0,0
491.0,0
10489.0,0
8808.0,0
124.0,0
14614.0,0
13555.0,0
9025.0,0
800.0,0
15039.0,0
14148.0,0
14991.0,0
14480.0,0
14564.0,0
14012.0,0
1834.0,0
14202.0,0
10422.0,0
7425.0,0
14816.0,0
6085.0,0
14882.0,0
12594.0,0
13226.0,0
4103.0,0
14470.0,0
9946.0,0
11064.0,0
9421.0,0
471.0,0
13900.0,0
8242.0,0
12969.0,0
14573.0,0
6933.0,0
14972.0,0
14987.0,0
8953.0,0
12221.0,0
14585.0,0
1727.0,0
14931.0,0
12872.0,0
2246.0,0
14485.0,0
11998.0,0
14048.0,0
12792.0,0
14085.0,0
8921.0,0
13897.0,0
14287.0,0
15001.0,0
9146.0,0
14633.0,0
3460.0,0
14976.0,0
5589.0,0
14588.0,0
14655.0,0
1419.0,0
4296.0,0
15022.0,0
14467.0,0
12925.0,0
12911.0,0
5284.0,0
12879.0,0
10045.0,0
3462.0,0
8101.0,0
14742.0,0
6798.0,0
503.0,0
13419.0,0
5555.0,0
12361.0,0
14517.0,0
2068.0,0
13461.0,0
13162.0,0
9565.0,0
