user_id,metric
12212.0,2
3462.0,2
2860.0,2
12748.0,2
3966.0,2
9191.0,2
1831.0,2
6691.0,2
9217.0,2
8601.0,2
8735.0,2
11699.0,2
12753.0,2
1322.0,2
12879.0,2
11778.0,2
5830.0,2
11014.0,2
7946.0,2
13303.0,2
1839.0,2
4103.0,2
10201.0,2
64.0,2
8614.0,2
8093.0,2
7425.0,2
3988.0,2
8430.0,2
13023.0,2
8242.0,2
9403.0,2
9781.0,2
8232.0,2
5564.0,2
12743.0,2
10403.0,2
7546.0,2
6145.0,2
12149.0,2
7442.0,2
3238.0,2
9565.0,2
10426.0,2
10686.0,2
3065.0,2
11330.0,3
9097.0,3
6246.0,3
13200.0,3
12594.0,3
7284.0,3
404.0,3
9320.0,3
12518.0,3
9166.0,3
8808.0,3
8834.0,3
4522.0,3
12889.0,3
491.0,3
12800.0,3
800.0,3
4438.0,3
8144.0,3
13165.0,3
4675.0,3
3213.0,3
10147.0,3
5623.0,3
12911.0,3
10503.0,3
8909.0,3
1897.0,3
7509.0,3
13098.0,3
9655.0,3
1165.0,3
5555.0,3
8175.0,3
9946.0,4
8469.0,4
9213.0,4
11504.0,4
8183.0,4
8302.0,4
12903.0,4
8847.0,4
124.0,4
8101.0,4
9025.0,4
5083.0,4
10323.0,4
8953.0,4
13112.0,4
4365.0,4
6635.0,4
10647.0,4
226.0,4
12243.0,4
6174.0,4
13156.0,4
9264.0,4
3627.0,4
5652.0,4
10548.0,4
11931.0,4
2606.0,4
6085.0,4
13243.0,4
2938.0,4
9174.0,4
11127.0,4
3880.0,4
471.0,4
9579.0,4
11166.0,4
1419.0,4
5589.0,4
11152.0,4
13184.0,4
13113.0,5
12969.0,5
5012.0,5
12992.0,5
13238.0,5
49.0,5
5224.0,5
7519.0,5
10128.0,5
1563.0,5
3420.0,5
12925.0,5
6750.0,5
12221.0,5
10887.0,5
11554.0,5
11606.0,5
9146.0,5
1386.0,5
4964.0,5
13291.0,5
966.0,5
6324.0,5
4568.0,5
4446.0,5
4642.0,5
8273.0,5
3657.0,5
3454.0,5
4158.0,5
6420.0,5
6428.0,5
13232.0,5
8718.0,5
8423.0,5
5284.0,5
1834.0,5
13162.0,6
11262.0,6
4296.0,6
4121.0,6
5927.0,6
5719.0,6
12251.0,6
8046.0,6
7241.0,6
6897.0,6
12887.0,6
