user_id,metric
12040.0,0
11933.0,0
6485.0,0
11675.0,0
13179.0,0
2451.0,0
4639.0,0
5629.0,0
13235.0,0
7785.0,0
13240.0,0
12477.0,0
6018.0,0
10510.0,0
10818.0,0
2799.0,0
8378.0,0
8526.0,0
12567.0,0
12883.0,0
6797.0,0
11972.0,0
4177.0,0
12604.0,0
1104.0,0
11824.0,0
13127.0,0
3301.0,0
7267.0,0
8312.0,0
12874.0,0
5796.0,0
8583.0,0
10705.0,0
6376.0,0
12660.0,0
4299.0,0
1135.0,0
6458.0,0
10793.0,0
6040.0,0
12832.0,0
11900.0,0
3787.0,0
9687.0,0
10445.0,0
5936.0,0
952.0,0
960.0,0
7301.0,0
8021.0,0
720.0,0
949.0,0
3029.0,0
1944.0,0
12985.0,0
2872.0,0
7449.0,0
6566.0,0
5832.0,0
8074.0,0
6203.0,0
13122.0,0
10720.0,0
12689.0,0
12480.0,0
10859.0,0
11640.0,0
9852.0,0
1710.0,0
3084.0,0
11352.0,0
5510.0,0
10493.0,0
7170.0,0
1238.0,0
13099.0,0
3090.0,0
13175.0,0
2792.0,0
12571.0,0
9151.0,0
12119.0,0
13048.0,0
10494.0,0
3369.0,0
1019.0,0
6659.0,0
12817.0,0
12708.0,0
12352.0,0
10905.0,0
11192.0,0
9223.0,0
3555.0,0
4924.0,0
4937.0,0
10913.0,0
5751.0,0
12912.0,0
3240.0,0
806.0,0
10820.0,0
6192.0,0
10333.0,0
12843.0,0
9290.0,0
13299.0,0
12945.0,0
12355.0,0
6078.0,0
3318.0,0
12548.0,0
12595.0,0
13248.0,0
12429.0,0
10906.0,0
3660.0,0
12772.0,0
8039.0,0
8110.0,0
914.0,0
13195.0,0
3744.0,0
660.0,0
12301.0,0
6023.0,0
10099.0,0
11414.0,0
13015.0,0
493.0,0
2189.0,0
2372.0,0
4510.0,0
13272.0,0
11167.0,0
4733.0,0
12005.0,0
8922.0,0
6242.0,0
10200.0,0
10625.0,0
1179.0,0
9007.0,0
12178.0,0
2192.0,0
3231.0,0
10460.0,0
10560.0,0
9153.0,0
13034.0,0
11402.0,0
12630.0,0
12844.0,0
12780.0,0
2314.0,0
4433.0,0
7385.0,0
3853.0,0
1555.0,0
4291.0,0
10300.0,0
6927.0,0
1610.0,0
8574.0,0
4545.0,0
11865.0,0
4430.0,0
6555.0,0
4274.0,0
12439.0,0
1606.0,0
703.0,0
8401.0,1
5813.0,1
12687.0,1
7841.0,1
6261.0,1
1381.0,1
1640.0,1
1717.0,1
9589.0,1
7245.0,1
3658.0,1
7047.0,1
8814.0,1
12408.0,1
5175.0,1
1465.0,1
5120.0,1
30.0,1
6172.0,1
12113.0,1
6081.0,1
13311.0,1
2539.0,1
13017.0,1
1676.0,1
3900.0,1
4139.0,1
827.0,1
8823.0,1
12585.0,1
5292.0,1
6161.0,1
8876.0,1
9346.0,1
12611.0,1
10805.0,1
11798.0,1
9441.0,1
10178.0,1
9653.0,1
11832.0,1
8550.0,1
12584.0,1
1905.0,1
2166.0,1
11844.0,1
12968.0,1
9536.0,1
7358.0,1
11984.0,1
12683.0,1
11202.0,1
7406.0,1
7018.0,1
11171.0,1
9229.0,1
12348.0,1
13252.0,1
3353.0,1
4977.0,1
3620.0,1
4670.0,1
10653.0,1
780.0,1
8268.0,1
3100.0,1
13100.0,1
633.0,1
13204.0,1
11700.0,1
2752.0,1
1035.0,1
12757.0,1
8950.0,1
13143.0,1
908.0,1
10685.0,1
4662.0,1
6241.0,1
529.0,1
11353.0,1
13341.0,1
13205.0,1
10031.0,1
10437.0,1
13300.0,1
1061.0,1
8068.0,1
3708.0,1
3847.0,1
11816.0,1
5538.0,1
7007.0,1
11251.0,1
4591.0,1
7605.0,1
1692.0,1
9962.0,1
9639.0,1
10416.0,1
11272.0,1
